County,State,Number_Counties,Population_Size,Population_Density,Poverty,White,Black,Native_American,Asian,Hispanic
Winnebago,WI,44,159482,364,7.5,95.5,1.3,0.5,1.9,2.5
Wood,WI,38,75234,95,7.8,96.5,0.5,0.7,1.7,1.1
Albany,WY,37,30890,7,14.4,94.1,1.2,1,2.1,6.7
"Big Horn",WY,37,11333,4,13.2,98,0.2,0.9,0.4,6.2
Campbell,WY,34,37405,8,7.9,97,0.3,1.2,0.5,4.2
Carbon,WY,41,15331,2,12.2,96.3,1,1.2,1,13
Converse,WY,41,12766,3,10.5,97.8,0.1,0.9,0.3,4.5
Crook,WY,43,6182,2,8.5,98.5,0.1,1.1,0.1,1.1
Fremont,WY,15,36491,4,12.9,77.5,0.3,20.6,0.3,4.8
Goshen,WY,52,12243,6,14.6,98.1,0.2,1,0.3,9
"Hot Springs",WY,58,4537,2,11.6,97,0.6,1.6,0.4,2.5
Johnson,WY,58,7721,2,9.6,98.2,0.1,0.7,0.2,2.2
Laramie,WY,32,85163,32,9.9,93.1,2.6,0.9,1.2,10.6
Lincoln,WY,43,15999,4,9.5,98.1,0.1,0.6,0.3,2.6
Natrona,WY,32,69799,13,12.1,96.2,1,1.1,0.4,4.9
Niobrara,WY,52,2286,1,14.1,99,0.2,0.5,0.1,1.6
Park,WY,15,26664,4,11.7,98.1,0.1,0.5,0.4,4
Platte,WY,58,8619,4,11.5,98.5,0.2,0.6,0.2,5.5
Sheridan,WY,57,27389,11,11.5,96.9,0.3,1.5,0.4,2.6
Sublette,WY,43,6926,1,7.7,98.4,0.3,0.6,0.3,2.7
Sweetwater,WY,15,37975,4,8.6,95.5,1.1,1.1,1,10.3
Teton,WY,43,19032,5,5.6,97.9,0.2,0.4,0.8,10.2
Uinta,WY,35,19939,10,10.6,97.5,0.1,1.1,0.3,5.9
Washakie,WY,37,7933,4,11.1,97.2,0.2,0.8,0.7,12.1
Weston,WY,43,6671,3,9.9,97.6,0.1,1.4,0.2,2.3
